model,dataset_id,start_ts_utc,end_ts_utc,duration_seconds
LLM OpenRouter Qwen3-VL-30B-plain,27,2026-06-04T11:57:18.594911+00:00,2026-06-04T11:58:00.374594+00:00,41.780
LLM OpenRouter Qwen3-VL-30B-plain,28,2026-06-04T11:58:00.374594+00:00,2026-06-04T11:58:56.704607+00:00,56.330
LLM OpenRouter Qwen3-VL-30B-plain,29,2026-06-04T11:58:56.704607+00:00,2026-06-04T12:00:13.451594+00:00,76.747
LLM OpenRouter Qwen3-VL-30B-plain,30,2026-06-04T12:00:13.451594+00:00,2026-06-04T12:01:19.760866+00:00,66.309
LLM OpenRouter Qwen3-VL-30B-plain,31,2026-06-04T12:01:19.760866+00:00,2026-06-04T12:02:36.868760+00:00,77.108
LLM OpenRouter Qwen3-VL-30B-plain,32,2026-06-04T12:02:36.868760+00:00,2026-06-04T12:03:40.628413+00:00,63.760
LLM OpenRouter Qwen3-VL-30B-plain,33,2026-06-04T12:03:40.628413+00:00,2026-06-04T12:05:18.866118+00:00,98.238
LLM OpenRouter Qwen3-VL-30B-plain,34,2026-06-04T12:05:18.866118+00:00,2026-06-04T12:07:02.187089+00:00,103.321
LLM OpenRouter Qwen3-VL-30B-plain,35,2026-06-04T12:07:02.187089+00:00,2026-06-04T12:08:17.701726+00:00,75.515
LLM OpenRouter Qwen3-VL-30B-plain,36,2026-06-04T12:08:17.701726+00:00,2026-06-04T12:09:12.952949+00:00,55.251
LLM OpenRouter Qwen3-VL-30B-plain,37,2026-06-04T12:09:12.952949+00:00,2026-06-04T12:10:45.784882+00:00,92.832
LLM OpenRouter Qwen3-VL-30B-plain,38,2026-06-04T12:10:45.784882+00:00,2026-06-04T12:12:03.451735+00:00,77.667
LLM OpenRouter Qwen3-VL-30B-plain,39,2026-06-04T12:12:03.451735+00:00,2026-06-04T12:13:55.179900+00:00,111.728
LLM OpenRouter Qwen3-VL-30B-plain,40,2026-06-04T12:13:55.179900+00:00,2026-06-04T12:15:08.095456+00:00,72.916
LLM OpenRouter Qwen3-VL-30B-plain,41,2026-06-04T12:15:08.095456+00:00,2026-06-04T12:16:18.428719+00:00,70.333
LLM OpenRouter Qwen3-VL-30B-plain,42,2026-06-04T12:16:18.428719+00:00,2026-06-04T12:17:17.786096+00:00,59.357
LLM OpenRouter Qwen3-VL-30B-plain,43,2026-06-04T12:17:17.786096+00:00,2026-06-04T12:18:28.218710+00:00,70.433
LLM OpenRouter Qwen3-VL-30B-plain,44,2026-06-04T12:18:28.218710+00:00,2026-06-04T12:19:38.211353+00:00,69.993
LLM OpenRouter Qwen3-VL-30B-plain,45,2026-06-04T12:19:38.211353+00:00,2026-06-04T12:20:34.676643+00:00,56.465
LLM OpenRouter Qwen3-VL-30B-plain,46,2026-06-04T12:20:34.676643+00:00,2026-06-04T12:21:56.600207+00:00,81.924
LLM OpenRouter Qwen3-VL-30B-plain,47,2026-06-04T12:21:56.600207+00:00,2026-06-04T12:23:14.077255+00:00,77.477
LLM OpenRouter Qwen3-VL-30B-plain,48,2026-06-04T12:23:14.077255+00:00,2026-06-04T12:24:07.695596+00:00,53.618
LLM OpenRouter Qwen3-VL-30B-plain,49,2026-06-04T12:24:07.695596+00:00,2026-06-04T12:25:07.497518+00:00,59.802
LLM OpenRouter Qwen3-VL-30B-plain,50,2026-06-04T12:25:07.497518+00:00,2026-06-04T12:26:32.488997+00:00,84.991
LLM OpenRouter Qwen3-VL-30B-plain,51,2026-06-04T12:26:32.488997+00:00,2026-06-04T12:27:25.325251+00:00,52.836
LLM OpenRouter Qwen3-VL-30B-plain,52,2026-06-04T12:27:25.325251+00:00,2026-06-04T12:28:22.052114+00:00,56.727
LLM OpenRouter Qwen3-VL-30B-plain,53,2026-06-04T12:28:22.052114+00:00,2026-06-04T12:29:38.265780+00:00,76.214
LLM OpenRouter Qwen3-VL-30B-plain,54,2026-06-04T12:29:38.265780+00:00,2026-06-04T12:30:56.271379+00:00,78.006
LLM OpenRouter Qwen3-VL-30B-plain,55,2026-06-04T12:30:56.271379+00:00,2026-06-04T12:32:01.214948+00:00,64.944
LLM OpenRouter Qwen3-VL-30B-plain,56,2026-06-04T12:32:01.214948+00:00,2026-06-04T12:33:16.826732+00:00,75.612
LLM OpenRouter Qwen3-VL-30B-plain,57,2026-06-04T12:33:16.826732+00:00,2026-06-04T12:34:33.628968+00:00,76.802
LLM OpenRouter Qwen3-VL-30B-plain,58,2026-06-04T12:34:33.628968+00:00,2026-06-04T12:35:41.969589+00:00,68.341
LLM OpenRouter Qwen3-VL-30B-plain,59,2026-06-04T12:35:41.969589+00:00,2026-06-04T12:37:09.078112+00:00,87.109
LLM OpenRouter Qwen3-VL-30B-plain,60,2026-06-04T12:37:09.078112+00:00,2026-06-04T12:37:55.802270+00:00,46.724
LLM OpenRouter Qwen3-VL-30B-plain,61,2026-06-04T12:37:55.802270+00:00,2026-06-04T12:39:01.794631+00:00,65.992
LLM OpenRouter Qwen3-VL-30B-weak,1,2026-05-15T22:01:23.848736+00:00,2026-05-15T22:01:23.848736+00:00,0.000
LLM OpenRouter Qwen3-VL-30B-weak,2,2026-05-15T22:01:23.848736+00:00,2026-05-15T22:02:16.282369+00:00,52.434
LLM OpenRouter Qwen3-VL-30B-weak,3,2026-05-15T22:02:16.282369+00:00,2026-05-15T22:03:06.804191+00:00,50.522
LLM OpenRouter Qwen3-VL-30B-weak,4,2026-05-15T22:03:06.804191+00:00,2026-05-15T22:03:52.937025+00:00,46.133
LLM OpenRouter Qwen3-VL-30B-weak,5,2026-05-15T22:03:52.937025+00:00,2026-05-15T22:04:46.491532+00:00,53.555
LLM OpenRouter Qwen3-VL-30B-weak,6,2026-05-15T22:04:46.491532+00:00,2026-05-15T22:05:33.594474+00:00,47.103
LLM OpenRouter Qwen3-VL-30B-weak,7,2026-05-15T22:05:33.594474+00:00,2026-05-15T22:06:24.284025+00:00,50.690
LLM OpenRouter Qwen3-VL-30B-weak,8,2026-05-15T22:06:24.284025+00:00,2026-05-15T22:07:16.818551+00:00,52.535
LLM OpenRouter Qwen3-VL-30B-weak,9,2026-05-15T22:07:16.818551+00:00,2026-05-15T22:08:12.268759+00:00,55.450
LLM OpenRouter Qwen3-VL-30B-weak,10,2026-05-15T22:08:12.268759+00:00,2026-05-15T22:09:07.775792+00:00,55.507
LLM OpenRouter Qwen3-VL-30B-weak,11,2026-05-15T22:09:07.775792+00:00,2026-05-15T22:09:54.300420+00:00,46.525
LLM OpenRouter Qwen3-VL-30B-weak,12,2026-05-15T22:09:54.300420+00:00,2026-05-15T22:10:47.658805+00:00,53.358
LLM OpenRouter Qwen3-VL-30B-weak,13,2026-05-15T22:10:47.658805+00:00,2026-05-15T22:11:28.919072+00:00,41.260
LLM OpenRouter Qwen3-VL-30B-weak,14,2026-05-15T22:11:28.919072+00:00,2026-05-15T22:12:17.876937+00:00,48.958
LLM OpenRouter Qwen3-VL-30B-weak,15,2026-05-15T22:12:17.876937+00:00,2026-05-15T22:13:04.567768+00:00,46.691
LLM OpenRouter Qwen3-VL-30B-weak,16,2026-05-15T22:13:04.567768+00:00,2026-05-15T22:13:46.534999+00:00,41.967
LLM OpenRouter Qwen3-VL-30B-weak,17,2026-05-15T22:13:46.534999+00:00,2026-05-15T22:14:37.635803+00:00,51.101
LLM OpenRouter Qwen3-VL-30B-weak,18,2026-05-15T22:14:37.635803+00:00,2026-05-15T22:15:29.514045+00:00,51.878
LLM OpenRouter Qwen3-VL-30B-weak,19,2026-05-15T22:15:29.514045+00:00,2026-05-15T22:16:25.107333+00:00,55.593
LLM OpenRouter Qwen3-VL-30B-weak,20,2026-05-15T22:16:25.107333+00:00,2026-05-15T22:17:13.505440+00:00,48.398
LLM OpenRouter Qwen3-VL-30B-weak,21,2026-05-15T22:17:13.505440+00:00,2026-05-15T22:18:03.304249+00:00,49.799
LLM OpenRouter Qwen3-VL-30B-weak,22,2026-05-15T22:18:03.304249+00:00,2026-05-15T22:19:01.716548+00:00,58.412
LLM OpenRouter Qwen3-VL-30B-weak,23,2026-05-15T22:19:01.716548+00:00,2026-05-15T22:19:51.510681+00:00,49.794
LLM OpenRouter Qwen3-VL-30B-weak,24,2026-05-15T22:19:51.510681+00:00,2026-05-15T22:20:50.020975+00:00,58.510
LLM OpenRouter Qwen3-VL-30B-weak,25,2026-05-15T22:20:50.020975+00:00,2026-05-15T22:21:41.530834+00:00,51.510
LLM OpenRouter Qwen3-VL-30B-weak,26,2026-05-15T22:21:41.530834+00:00,2026-05-15T22:22:43.196469+00:00,61.666
LLM OpenRouter Qwen3-VL-30B-weak,27,2026-05-15T22:22:43.196469+00:00,2026-05-15T22:23:37.243564+00:00,54.047
LLM OpenRouter Qwen3-VL-30B-weak,28,2026-05-15T22:23:37.243564+00:00,2026-05-15T22:24:33.158701+00:00,55.915
LLM OpenRouter Qwen3-VL-30B-weak,29,2026-05-15T22:24:33.158701+00:00,2026-05-15T22:25:22.411085+00:00,49.252
LLM OpenRouter Qwen3-VL-30B-weak,30,2026-05-15T22:25:22.411085+00:00,2026-05-15T22:26:28.872030+00:00,66.461
LLM OpenRouter Qwen3-VL-30B-weak,31,2026-05-15T22:26:28.872030+00:00,2026-05-15T22:27:17.402327+00:00,48.530
LLM OpenRouter Qwen3-VL-30B-weak,32,2026-05-15T22:27:17.402327+00:00,2026-05-15T22:28:10.554872+00:00,53.153
LLM OpenRouter Qwen3-VL-30B-weak,33,2026-05-15T22:28:10.554872+00:00,2026-05-15T22:29:15.721391+00:00,65.167
LLM OpenRouter Qwen3-VL-30B-weak,34,2026-05-15T22:29:15.721391+00:00,2026-05-15T22:30:02.581125+00:00,46.860
LLM OpenRouter Qwen3-VL-30B-weak,35,2026-05-15T22:30:02.581125+00:00,2026-05-15T22:31:19.174009+00:00,76.593
LLM OpenRouter Qwen3-VL-30B-weak,36,2026-05-15T22:31:19.174009+00:00,2026-05-16T00:00:30.556758+00:00,5351.383
LLM OpenRouter Qwen3-VL-30B-weak,37,2026-05-16T00:00:30.556758+00:00,2026-05-16T02:45:22.148862+00:00,9891.592
LLM OpenRouter Qwen3-VL-30B-weak,38,2026-05-16T02:45:22.148862+00:00,2026-05-16T06:17:57.176394+00:00,12755.028
LLM OpenRouter Qwen3-VL-30B-weak,39,2026-05-16T06:17:57.176394+00:00,2026-05-16T07:00:09.583093+00:00,2532.407
LLM OpenRouter Qwen3-VL-30B-weak,40,2026-05-16T07:00:09.583093+00:00,2026-05-16T07:00:48.302277+00:00,38.719
LLM OpenRouter Qwen3-VL-30B-weak,41,2026-05-16T07:00:48.302277+00:00,2026-05-16T07:01:45.399596+00:00,57.097
LLM OpenRouter Qwen3-VL-30B-weak,42,2026-05-16T07:01:45.399596+00:00,2026-05-16T07:02:44.616698+00:00,59.217
LLM OpenRouter Qwen3-VL-30B-weak,43,2026-05-16T07:02:44.616698+00:00,2026-05-16T07:03:44.140686+00:00,59.524
LLM OpenRouter Qwen3-VL-30B-weak,44,2026-05-16T07:03:44.140686+00:00,2026-05-16T07:04:34.599196+00:00,50.459
LLM OpenRouter Qwen3-VL-30B-weak,45,2026-05-16T07:04:34.599196+00:00,2026-05-16T07:05:23.894650+00:00,49.295
LLM OpenRouter Qwen3-VL-30B-weak,46,2026-05-16T07:05:23.894650+00:00,2026-05-16T07:06:06.777416+00:00,42.883
LLM OpenRouter Qwen3-VL-30B-weak,47,2026-05-16T07:06:06.777416+00:00,2026-05-16T07:06:54.541944+00:00,47.765
LLM OpenRouter Qwen3-VL-30B-weak,48,2026-05-16T07:06:54.541944+00:00,2026-05-16T07:07:57.665218+00:00,63.123
LLM OpenRouter Qwen3-VL-30B-weak,49,2026-05-16T07:07:57.665218+00:00,2026-05-16T07:08:46.738369+00:00,49.073
LLM OpenRouter Qwen3-VL-30B-weak,50,2026-05-16T07:08:46.738369+00:00,2026-05-16T07:09:34.461741+00:00,47.723
LLM OpenRouter Qwen3-VL-30B-weak,51,2026-05-16T07:09:34.461741+00:00,2026-05-16T07:10:25.817901+00:00,51.356
LLM OpenRouter Qwen3-VL-30B-weak,52,2026-05-16T07:10:25.817901+00:00,2026-05-16T07:11:16.277573+00:00,50.460
LLM OpenRouter Qwen3-VL-30B-weak,53,2026-05-16T07:11:16.277573+00:00,2026-05-16T07:12:13.173236+00:00,56.896
LLM OpenRouter Qwen3-VL-30B-weak,54,2026-05-16T07:12:13.173236+00:00,2026-05-16T07:13:24.021445+00:00,70.848
LLM OpenRouter Qwen3-VL-30B-weak,55,2026-05-16T07:13:24.021445+00:00,2026-05-16T07:14:20.531690+00:00,56.510
LLM OpenRouter Qwen3-VL-30B-weak,56,2026-05-16T07:14:20.531690+00:00,2026-05-16T07:15:12.548834+00:00,52.017
LLM OpenRouter Qwen3-VL-30B-weak,57,2026-05-16T07:15:12.548834+00:00,2026-05-16T07:16:00.575413+00:00,48.027
LLM OpenRouter Qwen3-VL-30B-weak,58,2026-05-16T07:16:00.575413+00:00,2026-05-16T07:16:51.701463+00:00,51.126
LLM OpenRouter Qwen3-VL-30B-weak,59,2026-05-16T07:16:51.701463+00:00,2026-05-17T11:16:55.871211+00:00,100804.170
LLM OpenRouter Qwen3-VL-30B-weak,60,2026-05-17T11:16:55.871211+00:00,2026-05-17T11:18:14.898820+00:00,79.028
LLM OpenRouter Qwen3-VL-30B-weak,61,2026-05-17T11:18:14.898820+00:00,2026-05-17T11:19:10.569496+00:00,55.671
LLM OpenRouter xAI Grok-4.3-plain,1,2026-05-18T09:24:39.303558+00:00,2026-05-18T09:24:39.303558+00:00,0.000
LLM OpenRouter xAI Grok-4.3-plain,2,2026-05-18T09:24:39.303558+00:00,2026-05-18T11:56:57.252789+00:00,9137.949
LLM OpenRouter xAI Grok-4.3-plain,3,2026-05-18T11:56:57.252789+00:00,2026-05-18T11:59:21.847249+00:00,144.594
LLM OpenRouter xAI Grok-4.3-plain,4,2026-05-18T11:59:21.847249+00:00,2026-05-18T12:02:53.640527+00:00,211.793
LLM OpenRouter xAI Grok-4.3-plain,5,2026-05-18T12:02:53.640527+00:00,2026-05-18T12:05:17.195361+00:00,143.555
LLM OpenRouter xAI Grok-4.3-plain,6,2026-05-18T12:05:17.195361+00:00,2026-05-18T12:08:05.227157+00:00,168.032
LLM OpenRouter xAI Grok-4.3-plain,7,2026-05-18T12:08:05.227157+00:00,2026-05-18T12:10:48.802581+00:00,163.575
LLM OpenRouter xAI Grok-4.3-plain,8,2026-05-18T12:10:48.802581+00:00,2026-05-18T12:14:12.041756+00:00,203.239
LLM OpenRouter xAI Grok-4.3-plain,9,2026-05-18T12:14:12.041756+00:00,2026-05-18T12:16:42.960377+00:00,150.919
LLM OpenRouter xAI Grok-4.3-plain,10,2026-05-18T12:16:42.960377+00:00,2026-05-18T12:20:40.375476+00:00,237.415
LLM OpenRouter xAI Grok-4.3-plain,11,2026-05-18T12:20:40.375476+00:00,2026-05-18T12:24:31.092742+00:00,230.717
LLM OpenRouter xAI Grok-4.3-plain,12,2026-05-18T12:24:31.092742+00:00,2026-05-18T12:27:38.182423+00:00,187.090
LLM OpenRouter xAI Grok-4.3-plain,13,2026-05-18T12:27:38.182423+00:00,2026-05-18T12:31:20.058923+00:00,221.877
LLM OpenRouter xAI Grok-4.3-plain,14,2026-05-18T12:31:20.058923+00:00,2026-05-18T12:35:04.558886+00:00,224.500
LLM OpenRouter xAI Grok-4.3-plain,15,2026-05-18T12:35:04.558886+00:00,2026-05-18T12:39:03.019387+00:00,238.461
LLM OpenRouter xAI Grok-4.3-plain,16,2026-05-18T12:39:03.019387+00:00,2026-05-18T12:41:54.077082+00:00,171.058
LLM OpenRouter xAI Grok-4.3-plain,17,2026-05-18T12:41:54.077082+00:00,2026-05-18T12:45:07.038870+00:00,192.962
LLM OpenRouter xAI Grok-4.3-plain,18,2026-05-18T12:45:07.038870+00:00,2026-05-18T12:48:09.908565+00:00,182.870
LLM OpenRouter xAI Grok-4.3-plain,19,2026-05-18T12:48:09.908565+00:00,2026-05-18T12:52:04.901331+00:00,234.993
LLM OpenRouter xAI Grok-4.3-plain,20,2026-05-18T12:52:04.901331+00:00,2026-05-18T12:55:38.304811+00:00,213.403
LLM OpenRouter xAI Grok-4.3-plain,21,2026-05-18T12:55:38.304811+00:00,2026-05-18T12:58:43.505518+00:00,185.201
LLM OpenRouter xAI Grok-4.3-plain,22,2026-05-18T12:58:43.505518+00:00,2026-05-18T13:02:08.551523+00:00,205.046
LLM OpenRouter xAI Grok-4.3-plain,23,2026-05-18T13:02:08.551523+00:00,2026-05-18T13:05:36.374240+00:00,207.823
LLM OpenRouter xAI Grok-4.3-plain,24,2026-05-18T13:05:36.374240+00:00,2026-05-18T13:09:14.595233+00:00,218.221
LLM OpenRouter xAI Grok-4.3-plain,25,2026-05-18T13:09:14.595233+00:00,2026-05-18T13:13:15.713199+00:00,241.118
LLM OpenRouter xAI Grok-4.3-plain,26,2026-05-18T13:13:15.713199+00:00,2026-05-18T13:16:40.448283+00:00,204.735
LLM OpenRouter xAI Grok-4.3-plain,27,2026-05-18T13:16:40.448283+00:00,2026-05-18T13:20:15.713480+00:00,215.265
LLM OpenRouter xAI Grok-4.3-plain,28,2026-05-18T13:20:15.713480+00:00,2026-05-18T13:23:38.689835+00:00,202.976
LLM OpenRouter xAI Grok-4.3-plain,29,2026-05-18T13:23:38.689835+00:00,2026-05-18T13:26:36.237245+00:00,177.547
LLM OpenRouter xAI Grok-4.3-plain,30,2026-05-18T13:26:36.237245+00:00,2026-05-18T13:29:34.521723+00:00,178.284
LLM OpenRouter xAI Grok-4.3-plain,31,2026-05-18T13:29:34.521723+00:00,2026-05-18T13:33:10.814562+00:00,216.293
LLM OpenRouter xAI Grok-4.3-plain,32,2026-05-18T13:33:10.814562+00:00,2026-05-18T13:36:27.510952+00:00,196.696
LLM OpenRouter xAI Grok-4.3-plain,33,2026-05-18T13:36:27.510952+00:00,2026-05-18T13:40:20.595477+00:00,233.085
LLM OpenRouter xAI Grok-4.3-plain,34,2026-05-18T13:40:20.595477+00:00,2026-05-18T13:44:27.293829+00:00,246.698
LLM OpenRouter xAI Grok-4.3-plain,35,2026-05-18T13:44:27.293829+00:00,2026-05-18T13:47:28.535802+00:00,181.242
LLM OpenRouter xAI Grok-4.3-plain,36,2026-05-18T13:47:28.535802+00:00,2026-05-18T13:51:19.364412+00:00,230.829
LLM OpenRouter xAI Grok-4.3-plain,37,2026-05-18T13:51:19.364412+00:00,2026-05-18T13:54:30.068436+00:00,190.704
LLM OpenRouter xAI Grok-4.3-plain,38,2026-05-18T13:54:30.068436+00:00,2026-05-18T13:58:03.155222+00:00,213.087
LLM OpenRouter xAI Grok-4.3-plain,39,2026-05-18T13:58:03.155222+00:00,2026-06-04T12:40:18.132904+00:00,1464134.978
LLM OpenRouter xAI Grok-4.3-plain,40,2026-06-04T12:40:18.132904+00:00,2026-06-04T12:41:36.107208+00:00,77.974
LLM OpenRouter xAI Grok-4.3-plain,41,2026-06-04T12:41:36.107208+00:00,2026-06-04T12:43:13.464768+00:00,97.358
LLM OpenRouter xAI Grok-4.3-plain,42,2026-06-04T12:43:13.464768+00:00,2026-06-04T12:44:17.250777+00:00,63.786
LLM OpenRouter xAI Grok-4.3-plain,43,2026-06-04T12:44:17.250777+00:00,2026-06-04T12:45:40.248576+00:00,82.998
LLM OpenRouter xAI Grok-4.3-plain,44,2026-06-04T12:45:40.248576+00:00,2026-06-04T12:47:12.221339+00:00,91.973
LLM OpenRouter xAI Grok-4.3-plain,45,2026-06-04T12:47:12.221339+00:00,2026-06-04T12:48:26.789327+00:00,74.568
LLM OpenRouter xAI Grok-4.3-plain,46,2026-06-04T12:48:26.789327+00:00,2026-06-04T12:49:54.709320+00:00,87.920
LLM OpenRouter xAI Grok-4.3-plain,47,2026-06-04T12:49:54.709320+00:00,2026-06-04T12:51:03.220951+00:00,68.512
LLM OpenRouter xAI Grok-4.3-plain,48,2026-06-04T12:51:03.220951+00:00,2026-06-04T12:52:27.325171+00:00,84.104
LLM OpenRouter xAI Grok-4.3-plain,49,2026-06-04T12:52:27.325171+00:00,2026-06-04T12:53:33.080043+00:00,65.755
LLM OpenRouter xAI Grok-4.3-plain,50,2026-06-04T12:53:33.080043+00:00,2026-06-04T12:54:41.396306+00:00,68.316
LLM OpenRouter xAI Grok-4.3-plain,51,2026-06-04T12:54:41.396306+00:00,2026-06-04T12:55:51.481263+00:00,70.085
LLM OpenRouter xAI Grok-4.3-plain,52,2026-06-04T12:55:51.481263+00:00,2026-06-04T12:57:27.645861+00:00,96.165
LLM OpenRouter xAI Grok-4.3-plain,53,2026-06-04T12:57:27.645861+00:00,2026-06-04T12:59:06.465793+00:00,98.820
LLM OpenRouter xAI Grok-4.3-plain,54,2026-06-04T12:59:06.465793+00:00,2026-06-04T13:01:16.433070+00:00,129.967
LLM OpenRouter xAI Grok-4.3-plain,55,2026-06-04T13:01:16.433070+00:00,2026-06-04T13:02:51.215477+00:00,94.782
LLM OpenRouter xAI Grok-4.3-plain,56,2026-06-04T13:02:51.215477+00:00,2026-06-04T13:05:07.380415+00:00,136.165
LLM OpenRouter xAI Grok-4.3-plain,57,2026-06-04T13:05:07.380415+00:00,2026-06-04T13:06:49.961737+00:00,102.581
LLM OpenRouter xAI Grok-4.3-plain,58,2026-06-04T13:06:49.961737+00:00,2026-06-04T13:08:09.314962+00:00,79.353
LLM OpenRouter xAI Grok-4.3-plain,59,2026-06-04T13:08:09.314962+00:00,2026-06-04T13:09:45.223096+00:00,95.908
LLM OpenRouter xAI Grok-4.3-plain,60,2026-06-04T13:09:45.223096+00:00,2026-06-04T13:11:18.613174+00:00,93.390
LLM OpenRouter xAI Grok-4.3-plain,61,2026-06-04T13:11:18.613174+00:00,2026-06-04T13:12:41.764624+00:00,83.151
LLM OpenRouter xAI Grok-4.3-weak,1,2026-05-12T10:47:13.178065+00:00,2026-05-12T10:47:13.178065+00:00,0.000
LLM OpenRouter xAI Grok-4.3-weak,2,2026-05-12T10:47:13.178065+00:00,2026-05-12T10:50:11.331795+00:00,178.154
LLM OpenRouter xAI Grok-4.3-weak,3,2026-05-12T10:50:11.331795+00:00,2026-05-12T10:52:39.156303+00:00,147.825
LLM OpenRouter xAI Grok-4.3-weak,4,2026-05-12T10:52:39.156303+00:00,2026-05-12T10:55:35.410131+00:00,176.254
LLM OpenRouter xAI Grok-4.3-weak,5,2026-05-12T10:55:35.410131+00:00,2026-05-12T10:59:07.166920+00:00,211.757
LLM OpenRouter xAI Grok-4.3-weak,6,2026-05-12T10:59:07.166920+00:00,2026-05-12T11:02:26.208834+00:00,199.042
LLM OpenRouter xAI Grok-4.3-weak,7,2026-05-12T11:02:26.208834+00:00,2026-05-12T11:05:39.802238+00:00,193.593
LLM OpenRouter xAI Grok-4.3-weak,8,2026-05-12T11:05:39.802238+00:00,2026-05-12T11:10:04.764418+00:00,264.962
LLM OpenRouter xAI Grok-4.3-weak,9,2026-05-12T11:10:04.764418+00:00,2026-05-12T11:13:05.904085+00:00,181.140
LLM OpenRouter xAI Grok-4.3-weak,10,2026-05-12T11:13:05.904085+00:00,2026-05-12T11:17:22.230603+00:00,256.327
LLM OpenRouter xAI Grok-4.3-weak,11,2026-05-12T11:17:22.230603+00:00,2026-05-12T11:44:44.577302+00:00,1642.347
LLM OpenRouter xAI Grok-4.3-weak,12,2026-05-12T11:44:44.577302+00:00,2026-05-12T11:48:05.940108+00:00,201.363
LLM OpenRouter xAI Grok-4.3-weak,13,2026-05-12T11:48:05.940108+00:00,2026-05-12T11:51:43.052231+00:00,217.112
LLM OpenRouter xAI Grok-4.3-weak,14,2026-05-12T11:51:43.052231+00:00,2026-05-12T11:55:37.650832+00:00,234.599
LLM OpenRouter xAI Grok-4.3-weak,15,2026-05-12T11:55:37.650832+00:00,2026-05-12T11:59:39.851938+00:00,242.201
LLM OpenRouter xAI Grok-4.3-weak,16,2026-05-12T11:59:39.851938+00:00,2026-05-12T12:02:28.348210+00:00,168.496
LLM OpenRouter xAI Grok-4.3-weak,17,2026-05-12T12:02:28.348210+00:00,2026-05-12T12:05:39.032214+00:00,190.684
LLM OpenRouter xAI Grok-4.3-weak,18,2026-05-12T12:05:39.032214+00:00,2026-05-12T12:09:23.270811+00:00,224.239
LLM OpenRouter xAI Grok-4.3-weak,19,2026-05-12T12:09:23.270811+00:00,2026-05-12T12:12:37.360214+00:00,194.089
LLM OpenRouter xAI Grok-4.3-weak,20,2026-05-12T12:12:37.360214+00:00,2026-05-12T12:14:55.206878+00:00,137.847
LLM OpenRouter xAI Grok-4.3-weak,21,2026-05-12T12:14:55.206878+00:00,2026-05-12T12:17:39.959296+00:00,164.752
LLM OpenRouter xAI Grok-4.3-weak,22,2026-05-12T12:17:39.959296+00:00,2026-05-12T12:20:36.313118+00:00,176.354
LLM OpenRouter xAI Grok-4.3-weak,23,2026-05-12T12:20:36.313118+00:00,2026-05-12T12:25:17.117132+00:00,280.804
LLM OpenRouter xAI Grok-4.3-weak,24,2026-05-12T12:25:17.117132+00:00,2026-05-12T12:28:57.153950+00:00,220.037
LLM OpenRouter xAI Grok-4.3-weak,25,2026-05-12T12:28:57.153950+00:00,2026-05-12T12:33:41.533621+00:00,284.380
LLM OpenRouter xAI Grok-4.3-weak,26,2026-05-12T12:33:41.533621+00:00,2026-05-13T06:59:51.416932+00:00,66369.883
LLM OpenRouter xAI Grok-4.3-weak,27,2026-05-13T06:59:51.416932+00:00,2026-05-13T07:04:24.086178+00:00,272.669
LLM OpenRouter xAI Grok-4.3-weak,28,2026-05-13T07:04:24.086178+00:00,2026-05-13T07:08:07.607907+00:00,223.522
LLM OpenRouter xAI Grok-4.3-weak,29,2026-05-13T07:08:07.607907+00:00,2026-05-13T07:11:19.432962+00:00,191.825
LLM OpenRouter xAI Grok-4.3-weak,30,2026-05-13T07:11:19.432962+00:00,2026-05-13T07:16:24.049235+00:00,304.616
LLM OpenRouter xAI Grok-4.3-weak,31,2026-05-13T07:16:24.049235+00:00,2026-05-13T07:21:12.918851+00:00,288.870
LLM OpenRouter xAI Grok-4.3-weak,32,2026-05-13T07:21:12.918851+00:00,2026-05-13T07:25:02.909049+00:00,229.990
LLM OpenRouter xAI Grok-4.3-weak,33,2026-05-13T07:25:02.909049+00:00,2026-05-13T07:28:25.459046+00:00,202.550
LLM OpenRouter xAI Grok-4.3-weak,34,2026-05-13T07:28:25.459046+00:00,2026-05-13T07:31:24.142508+00:00,178.683
LLM OpenRouter xAI Grok-4.3-weak,35,2026-05-13T07:31:24.142508+00:00,2026-05-13T07:33:48.024734+00:00,143.882
LLM OpenRouter xAI Grok-4.3-weak,36,2026-05-13T07:33:48.024734+00:00,2026-05-13T07:36:37.111332+00:00,169.087
LLM OpenRouter xAI Grok-4.3-weak,37,2026-05-13T07:36:37.111332+00:00,2026-05-13T07:38:53.378763+00:00,136.267
LLM OpenRouter xAI Grok-4.3-weak,38,2026-05-13T07:38:53.378763+00:00,2026-05-13T07:41:25.852358+00:00,152.474
LLM OpenRouter xAI Grok-4.3-weak,39,2026-05-13T07:41:25.852358+00:00,2026-05-13T07:45:00.278301+00:00,214.426
LLM OpenRouter xAI Grok-4.3-weak,40,2026-05-13T07:45:00.278301+00:00,2026-05-13T07:48:09.412401+00:00,189.134
LLM OpenRouter xAI Grok-4.3-weak,41,2026-05-13T07:48:09.412401+00:00,2026-05-13T07:50:32.771612+00:00,143.359
LLM OpenRouter xAI Grok-4.3-weak,42,2026-05-13T07:50:32.771612+00:00,2026-05-14T13:35:05.758564+00:00,107072.987
LLM OpenRouter xAI Grok-4.3-weak,43,2026-05-14T13:35:05.758564+00:00,2026-05-14T13:39:12.863930+00:00,247.105
