model,dataset_id,pages,letters_total,letters_correct,letters_wrong,extra_pred_tokens,accuracy,accuracy_percent
YOLO26 Medium-plain,5,12,51,47,4,1,0.921569,92.16
YOLO26 Medium-plain,6,12,51,49,2,1,0.960784,96.08
YOLO26 Medium-plain,7,12,51,51,0,0,1.000000,100.00
YOLO26 Medium-plain,8,12,51,45,6,0,0.882353,88.24
YOLO26 Medium-plain,9,12,51,44,7,0,0.862745,86.27
YOLO26 Medium-plain,10,12,51,40,11,0,0.784314,78.43
YOLO26 Medium-plain,11,12,51,47,4,1,0.921569,92.16
YOLO26 Medium-plain,12,12,51,47,4,0,0.921569,92.16
YOLO26 Medium-plain,13,12,51,39,12,0,0.764706,76.47
YOLO26 Medium-plain,14,12,51,48,3,0,0.941176,94.12
YOLO26 Medium-plain,15,12,51,40,11,0,0.784314,78.43
YOLO26 Medium-plain,16,12,51,51,0,0,1.000000,100.00
YOLO26 Medium-plain,17,12,51,51,0,0,1.000000,100.00
YOLO26 Medium-plain,18,12,51,44,7,0,0.862745,86.27
YOLO26 Medium-plain,19,12,51,41,10,0,0.803922,80.39
YOLO26 Medium-plain,20,12,51,48,3,0,0.941176,94.12
YOLO26 Medium-plain,21,12,51,44,7,0,0.862745,86.27
YOLO26 Medium-plain,22,12,51,46,5,0,0.901961,90.20
YOLO26 Medium-plain,23,12,51,49,2,0,0.960784,96.08
YOLO26 Medium-plain,24,12,51,44,7,0,0.862745,86.27
YOLO26 Medium-plain,25,12,51,48,3,0,0.941176,94.12
YOLO26 Medium-plain,26,12,51,42,9,0,0.823529,82.35
YOLO26 Medium-plain,27,12,51,46,5,1,0.901961,90.20
YOLO26 Medium-plain,28,12,51,43,8,0,0.843137,84.31
YOLO26 Medium-plain,29,12,51,40,11,0,0.784314,78.43
YOLO26 Medium-plain,30,12,51,48,3,0,0.941176,94.12
YOLO26 Medium-plain,31,12,51,42,9,0,0.823529,82.35
YOLO26 Medium-plain,32,12,51,43,8,0,0.843137,84.31
YOLO26 Medium-plain,33,12,51,42,9,0,0.823529,82.35
YOLO26 Medium-plain,34,12,51,42,9,0,0.823529,82.35
YOLO26 Medium-plain,35,12,51,50,1,0,0.980392,98.04
YOLO26 Medium-plain,36,12,51,51,0,0,1.000000,100.00
YOLO26 Medium-plain,37,12,51,51,0,0,1.000000,100.00
YOLO26 Medium-plain,38,12,51,46,5,0,0.901961,90.20
YOLO26 Medium-plain,39,12,51,48,3,0,0.941176,94.12
YOLO26 Medium-plain,40,12,51,49,2,0,0.960784,96.08
YOLO26 Medium-plain,41,12,51,43,8,1,0.843137,84.31
YOLO26 Medium-plain,42,12,51,51,0,0,1.000000,100.00
YOLO26 Medium-plain,43,12,51,47,4,0,0.921569,92.16
YOLO26 Medium-plain,44,12,51,38,13,0,0.745098,74.51
YOLO26 Medium-plain,45,12,51,47,4,0,0.921569,92.16
YOLO26 Medium-plain,46,12,51,49,2,0,0.960784,96.08
YOLO26 Medium-plain,47,12,51,49,2,0,0.960784,96.08
YOLO26 Medium-plain,48,12,51,43,8,0,0.843137,84.31
YOLO26 Medium-plain,49,12,51,50,1,0,0.980392,98.04
YOLO26 Medium-plain,50,12,51,50,1,0,0.980392,98.04
YOLO26 Medium-plain,51,12,51,46,5,0,0.901961,90.20
YOLO26 Medium-plain,52,13,54,35,19,0,0.648148,64.81
YOLO26 Medium-plain,53,13,54,50,4,0,0.925926,92.59
YOLO26 Medium-plain,54,13,54,32,22,0,0.592593,59.26
YOLO26 Medium-plain,55,13,54,46,8,0,0.851852,85.19
YOLO26 Medium-plain,56,13,54,48,6,0,0.888889,88.89
YOLO26 Medium-plain,57,13,54,52,2,0,0.962963,96.30
YOLO26 Medium-plain,58,13,54,49,5,0,0.907407,90.74
YOLO26 Medium-plain,59,13,54,43,11,0,0.796296,79.63
YOLO26 Medium-plain,60,13,54,52,2,0,0.962963,96.30
YOLO26 Medium-plain,61,13,54,46,8,0,0.851852,85.19
YOLOv5 Medium-plain,1,12,51,46,5,0,0.901961,90.20
YOLOv5 Medium-plain,2,12,51,35,16,1,0.686275,68.63
YOLOv5 Medium-plain,3,12,51,44,7,0,0.862745,86.27
YOLOv5 Medium-plain,4,12,51,51,0,0,1.000000,100.00
YOLOv5 Medium-plain,5,12,51,51,0,0,1.000000,100.00
YOLOv5 Medium-plain,6,12,51,50,1,0,0.980392,98.04
YOLOv5 Medium-plain,7,12,51,50,1,0,0.980392,98.04
YOLOv5 Medium-plain,8,12,51,46,5,0,0.901961,90.20
YOLOv5 Medium-plain,9,12,51,47,4,0,0.921569,92.16
YOLOv5 Medium-plain,10,12,51,45,6,0,0.882353,88.24
YOLOv5 Medium-plain,11,12,51,48,3,0,0.941176,94.12
YOLOv5 Medium-plain,12,12,51,44,7,0,0.862745,86.27
YOLOv5 Medium-plain,13,12,51,45,6,0,0.882353,88.24
YOLOv5 Medium-plain,14,12,51,48,3,0,0.941176,94.12
YOLOv5 Medium-plain,15,12,51,42,9,0,0.823529,82.35
YOLOv5 Medium-plain,16,12,51,49,2,0,0.960784,96.08
YOLOv5 Medium-plain,17,12,51,51,0,0,1.000000,100.00
YOLOv5 Medium-plain,18,12,51,49,2,0,0.960784,96.08
YOLOv5 Medium-plain,19,12,51,47,4,0,0.921569,92.16
YOLOv5 Medium-plain,20,12,51,49,2,0,0.960784,96.08
YOLOv5 Medium-plain,21,12,51,48,3,0,0.941176,94.12
YOLOv5 Medium-plain,22,12,51,46,5,0,0.901961,90.20
YOLOv5 Medium-plain,23,12,51,48,3,0,0.941176,94.12
YOLOv5 Medium-plain,24,12,51,49,2,0,0.960784,96.08
YOLOv5 Medium-plain,25,12,51,49,2,0,0.960784,96.08
YOLOv5 Medium-plain,26,12,51,50,1,0,0.980392,98.04
YOLOv5 Medium-plain,27,12,51,46,5,0,0.901961,90.20
YOLOv5 Medium-plain,28,12,51,47,4,0,0.921569,92.16
YOLOv5 Medium-plain,29,12,51,42,9,3,0.823529,82.35
YOLOv5 Medium-plain,30,12,51,50,1,0,0.980392,98.04
YOLOv5 Medium-plain,31,12,51,44,7,0,0.862745,86.27
YOLOv5 Medium-plain,32,12,51,45,6,1,0.882353,88.24
YOLOv5 Medium-plain,33,12,51,43,8,1,0.843137,84.31
YOLOv5 Medium-plain,34,12,51,36,15,3,0.705882,70.59
YOLOv5 Medium-plain,35,12,51,49,2,1,0.960784,96.08
YOLOv5 Medium-plain,36,12,51,50,1,0,0.980392,98.04
YOLOv5 Medium-plain,37,12,51,49,2,0,0.960784,96.08
YOLOv5 Medium-plain,38,12,51,45,6,0,0.882353,88.24
YOLOv5 Medium-plain,39,12,51,48,3,0,0.941176,94.12
YOLOv5 Medium-plain,40,12,51,50,1,2,0.980392,98.04
YOLOv5 Medium-plain,41,12,51,43,8,3,0.843137,84.31
YOLOv5 Medium-plain,42,12,51,50,1,0,0.980392,98.04
YOLOv5 Medium-plain,43,12,51,38,13,0,0.745098,74.51
YOLOv5 Medium-plain,44,12,51,39,12,0,0.764706,76.47
YOLOv5 Medium-plain,45,12,51,46,5,1,0.901961,90.20
YOLOv5 Medium-plain,46,12,51,40,11,3,0.784314,78.43
YOLOv5 Medium-plain,47,12,51,50,1,3,0.980392,98.04
YOLOv5 Medium-plain,48,12,51,42,9,0,0.823529,82.35
YOLOv5 Medium-plain,49,12,51,49,2,1,0.960784,96.08
YOLOv5 Medium-plain,50,12,51,51,0,1,1.000000,100.00
YOLOv5 Medium-plain,51,12,51,49,2,0,0.960784,96.08
YOLOv5 Medium-plain,52,13,54,46,8,0,0.851852,85.19
YOLOv5 Medium-plain,53,13,54,51,3,0,0.944444,94.44
YOLOv5 Medium-plain,54,13,54,36,18,0,0.666667,66.67
YOLOv5 Medium-plain,55,13,54,49,5,0,0.907407,90.74
YOLOv5 Medium-plain,56,13,54,47,7,0,0.870370,87.04
YOLOv5 Medium-plain,57,13,54,52,2,0,0.962963,96.30
YOLOv5 Medium-plain,58,13,54,53,1,0,0.981481,98.15
YOLOv5 Medium-plain,59,13,54,50,4,0,0.925926,92.59
YOLOv5 Medium-plain,60,13,54,54,0,0,1.000000,100.00
YOLOv5 Medium-plain,61,13,54,50,4,0,0.925926,92.59
