dataset_id,page_idx,token_idx,gt_token,pred_token,outcome
42,8,0,G,G,correct
42,8,1,M,M,correct
42,8,2,R,R,correct
42,9,0,G,G,correct
42,9,1,K,K,correct
42,9,2,N,N,correct
42,9,3,Q,Q,correct
42,9,4,T,T,correct
42,9,5,W,W,correct
42,10,0,K,K,correct
42,10,1,I,I,correct
42,10,2,G,G,correct
42,10,3,L,L,correct
42,10,4,L,L,correct
42,10,5,Q,Q,correct
42,11,0,L,L,correct
42,11,1,K,K,correct
42,11,2,H,H,correct
42,11,3,O,O,correct
43,0,0,D,D,correct
43,0,1,E,E,correct
43,1,0,G,G,correct
43,1,1,H,H,correct
43,1,2,?,?,correct
43,1,3,?,?,correct
43,2,0,R,R,correct
43,2,1,P,P,correct
43,2,2,H,H,correct
43,2,3,N,N,correct
43,3,0,E,E,correct
43,3,1,J,J,correct
43,3,2,M,M,correct
43,3,3,Q,Q,correct
43,4,0,N,N,correct
43,4,1,I,I,correct
43,4,2,?,?,correct
43,4,3,?,?,correct
43,4,4,?,?,correct
43,4,5,?,?,correct
43,4,6,?,?,correct
43,4,7,?,?,correct
43,4,8,?,?,correct
43,5,0,M,M,correct
43,5,1,I,I,correct
43,6,0,G,G,correct
43,6,1,H,H,correct
43,6,2,M,M,correct
43,6,3,O,O,correct
43,7,0,E,E,correct
43,7,1,I,I,correct
43,7,2,M,M,correct
43,8,0,E,E,correct
43,8,1,K,K,correct
43,8,2,P,P,correct
43,9,0,H,H,correct
43,9,1,K,K,correct
43,9,2,N,N,correct
43,9,3,O,O,correct
43,9,4,R,R,correct
43,9,5,U,U,correct
43,10,0,L,L,correct
43,10,1,E,E,correct
43,10,2,E,E,correct
43,10,3,E,E,correct
43,10,4,O,O,correct
43,10,5,O,O,correct
43,11,0,F,F,correct
43,11,1,J,J,correct
43,11,2,?,?,correct
43,11,3,?,?,correct
44,0,0,H,H,correct
44,0,1,I,I,correct
44,1,0,O,O,correct
44,1,1,H,H,correct
44,1,2,G,A,substitution
44,1,3,N,N,correct
44,2,0,R,R,correct
44,2,1,P,P,correct
44,2,2,H,H,correct
44,2,3,N,N,correct
44,3,0,E,E,correct
44,3,1,J,J,correct
44,3,2,N,N,correct
44,3,3,P,P,correct
44,4,0,I,I,correct
44,4,1,E,P,substitution
44,4,2,P,P,correct
44,4,3,U,U,correct
44,4,4,I,I,correct
44,4,5,N,N,correct
44,4,6,T,T,correct
44,4,7,T,T,correct
44,4,8,E,E,correct
44,5,0,F,F,correct
44,5,1,H,H,correct
44,6,0,G,G,correct
44,6,1,I,I,correct
44,6,2,N,N,correct
44,6,3,O,O,correct
44,7,0,E,E,correct
44,7,1,I,I,correct
44,7,2,R,R,correct
44,8,0,E,E,correct
44,8,1,K,K,correct
44,8,2,P,P,correct
44,9,0,E,E,correct
44,9,1,J,J,correct
44,9,2,N,N,correct
44,9,3,O,O,correct
44,9,4,R,R,correct
44,9,5,U,U,correct
44,10,0,H,H,correct
44,10,1,F,F,correct
44,10,2,L,L,correct
44,10,3,L,L,correct
44,10,4,L,L,correct
44,10,5,O,O,correct
44,11,0,M,M,correct
44,11,1,M,M,correct
44,11,2,F,F,correct
44,11,3,M,M,correct
45,0,0,H,H,correct
45,0,1,I,I,correct
45,1,0,K,K,correct
45,1,1,J,J,correct
45,1,2,I,I,correct
45,1,3,M,M,correct
45,2,0,T,T,correct
45,2,1,R,R,correct
45,2,2,J,Y,substitution
45,2,3,P,P,correct
45,3,0,H,H,correct
45,3,1,L,L,correct
45,3,2,N,N,correct
45,3,3,S,S,correct
45,4,0,H,H,correct
45,4,1,K,K,correct
45,4,2,G,G,correct
45,4,3,G,G,correct
45,4,4,O,O,correct
45,4,5,K,K,correct
45,4,6,S,S,correct
45,4,7,W,W,correct
45,4,8,G,G,correct
45,5,0,H,H,correct
45,5,1,J,J,correct
45,6,0,I,I,correct
45,6,1,K,K,correct
45,6,2,P,P,correct
45,6,3,Q,Q,correct
45,7,0,G,G,correct
45,7,1,K,K,correct
45,7,2,T,T,correct
45,8,0,G,G,correct
45,8,1,M,M,correct
45,8,2,R,R,correct
45,9,0,G,G,correct
45,9,1,K,K,correct
45,9,2,N,N,correct
45,9,3,Q,Q,correct
45,9,4,T,T,correct
45,9,5,S,S,correct
45,10,0,K,K,correct
45,10,1,G,G,correct
45,10,2,I,I,correct
45,10,3,N,N,correct
45,10,4,N,N,correct
45,10,5,Q,Q,correct
45,11,0,L,L,correct
45,11,1,K,K,correct
45,11,2,H,H,correct
45,11,3,O,O,correct
46,0,0,H,H,correct
46,0,1,I,I,correct
46,1,0,K,K,correct
46,1,1,J,J,correct
46,1,2,I,I,correct
46,1,3,M,M,correct
46,2,0,T,T,correct
46,2,1,R,R,correct
46,2,2,J,J,correct
46,2,3,P,P,correct
46,3,0,H,H,correct
46,3,1,K,K,correct
46,3,2,N,N,correct
46,3,3,Q,Q,correct
46,4,0,G,G,correct
46,4,1,K,K,correct
46,4,2,R,R,correct
46,4,3,G,G,correct
46,4,4,G,G,correct
46,4,5,K,K,correct
46,4,6,U,U,correct
46,4,7,W,W,correct
46,4,8,G,G,correct
46,5,0,H,H,correct
46,5,1,J,J,correct
46,6,0,I,I,correct
46,6,1,K,K,correct
46,6,2,P,P,correct
46,6,3,Q,Q,correct
46,7,0,G,G,correct
46,7,1,K,K,correct
46,7,2,R,R,correct
46,8,0,G,G,correct
46,8,1,M,M,correct
46,8,2,R,R,correct
46,9,0,J,J,correct
46,9,1,K,K,correct
46,9,2,N,N,correct
46,9,3,Q,Q,correct
46,9,4,T,T,correct
46,9,5,W,W,correct
46,10,0,K,K,correct
46,10,1,I,I,correct
46,10,2,G,G,correct
46,10,3,N,N,correct
46,10,4,Q,Q,correct
46,10,5,Q,Q,correct
46,11,0,L,L,correct
46,11,1,K,K,correct
46,11,2,H,H,correct
46,11,3,O,O,correct
47,0,0,H,H,correct
47,0,1,I,I,correct
47,1,0,I,I,correct
47,1,1,H,H,correct
47,1,2,G,G,correct
47,1,3,K,K,correct
47,2,0,R,R,correct
47,2,1,P,P,correct
47,2,2,H,H,correct
47,2,3,N,N,correct
47,3,0,F,F,correct
47,3,1,J,J,correct
47,3,2,M,M,correct
47,3,3,O,O,correct
47,4,0,M,M,correct
47,4,1,I,I,correct
47,4,2,P,P,correct
47,4,3,U,U,correct
47,4,4,N,N,correct
47,4,5,I,I,correct
47,4,6,F,F,correct
47,4,7,E,E,correct
47,4,8,E,E,correct
47,5,0,E,E,correct
47,5,1,H,H,correct
47,6,0,G,G,correct
47,6,1,I,I,correct
47,6,2,N,N,correct
47,6,3,S,S,correct
47,7,0,E,E,correct
47,7,1,I,I,correct
47,7,2,R,R,correct
47,8,0,E,E,correct
47,8,1,K,K,correct
47,8,2,P,P,correct
47,9,0,E,A,substitution
47,9,1,J,J,correct
47,9,2,L,?,substitution
47,9,3,S,S,correct
47,9,4,R,R,correct
47,9,5,V,V,correct
47,10,0,H,H,correct
47,10,1,E,E,correct
47,10,2,G,G,correct
47,10,3,L,L,correct
47,10,4,L,L,correct
47,10,5,O,O,correct
47,11,0,H,H,correct
47,11,1,M,M,correct
47,11,2,E,E,correct
47,11,3,M,M,correct
48,0,0,H,H,correct
48,0,1,I,I,correct
48,1,0,I,I,correct
48,1,1,H,H,correct
48,1,2,G,G,correct
48,1,3,K,K,correct
48,2,0,H,H,correct
48,2,1,N,N,correct
48,2,2,E,E,correct
48,2,3,E,E,correct
48,3,0,E,E,correct
48,3,1,J,J,correct
48,3,2,L,L,correct
48,3,3,O,O,correct
48,4,0,F,F,correct
48,4,1,I,I,correct
48,4,2,P,P,correct
48,4,3,E,E,correct
48,4,4,I,I,correct
48,4,5,N,N,correct
48,4,6,Q,Q,correct
48,4,7,U,U,correct
48,4,8,F,F,correct
48,5,0,F,F,correct
48,5,1,H,H,correct
48,6,0,G,G,correct
48,6,1,J,J,correct
48,6,2,N,N,correct
48,6,3,O,O,correct
48,7,0,E,E,correct
48,7,1,I,I,correct
48,7,2,R,R,correct
48,8,0,E,E,correct
48,8,1,K,K,correct
48,8,2,P,P,correct
48,9,0,G,A,substitution
48,9,1,D,D,correct
48,9,2,T,T,correct
48,9,3,?,?,correct
48,9,4,?,?,correct
48,9,5,?,?,correct
48,10,0,I,G,substitution
48,10,1,E,G,substitution
48,10,2,L,L,correct
48,10,3,L,L,correct
48,10,4,L,L,correct
48,10,5,O,O,correct
48,11,0,J,J,correct
48,11,1,I,I,correct
48,11,2,E,E,correct
48,11,3,J,J,correct
49,0,0,H,H,correct
49,0,1,I,I,correct
49,1,0,C,C,correct
49,1,1,D,D,correct
49,1,2,C,C,correct
49,1,3,D,D,correct
49,2,0,N,?,substitution
49,2,1,L,L,correct
49,2,2,D,D,correct
49,2,3,J,J,correct
49,3,0,B,B,correct
49,3,1,F,F,correct
49,3,2,H,H,correct
49,3,3,K,K,correct
49,4,0,J,J,correct
49,4,1,E,E,correct
49,4,2,L,L,correct
49,4,3,A,A,correct
49,4,4,J,J,correct
49,4,5,E,E,correct
49,4,6,P,P,correct
49,4,7,A,A,correct
49,4,8,A,A,correct
49,5,0,B,B,correct
49,5,1,E,E,correct
49,6,0,C,C,correct
49,6,1,E,E,correct
49,6,2,J,J,correct
49,6,3,K,K,correct
49,7,0,A,A,correct
49,7,1,E,E,correct
49,7,2,L,L,correct
49,8,0,A,A,correct
49,8,1,G,G,correct
49,8,2,L,L,correct
49,9,0,A,A,correct
49,9,1,E,E,correct
49,9,2,H,H,correct
49,9,3,K,K,correct
49,9,4,N,N,correct
49,9,5,Q,Q,correct
49,10,0,E,E,correct
49,10,1,A,A,correct
49,10,2,C,C,correct
49,10,3,H,H,correct
49,10,4,H,H,correct
49,10,5,K,K,correct
49,11,0,D,D,correct
49,11,1,E,E,correct
49,11,2,B,B,correct
49,11,3,E,E,correct
50,0,0,H,H,correct
50,0,1,I,I,correct
50,1,0,E,E,correct
50,1,1,D,D,correct
50,1,2,C,C,correct
50,1,3,G,G,correct
50,2,0,N,N,correct
50,2,1,L,L,correct
50,2,2,D,D,correct
50,2,3,J,J,correct
50,3,0,B,B,correct
50,3,1,F,F,correct
50,3,2,H,H,correct
50,3,3,K,K,correct
50,4,0,B,B,correct
50,4,1,E,E,correct
50,4,2,O,O,correct
50,4,3,Q,Q,correct
50,4,4,I,I,correct
50,4,5,E,E,correct
50,4,6,M,M,correct
50,4,7,Q,Q,correct
50,4,8,A,A,correct
50,5,0,B,B,correct
50,5,1,D,D,correct
50,6,0,C,C,correct
50,6,1,E,E,correct
50,6,2,J,J,correct
50,6,3,K,K,correct
50,7,0,C,C,correct
50,7,1,D,D,correct
50,7,2,I,I,correct
50,8,0,A,A,correct
50,8,1,G,G,correct
50,8,2,L,L,correct
50,9,0,A,A,correct
50,9,1,E,E,correct
50,9,2,H,H,correct
50,9,3,K,K,correct
50,9,4,N,N,correct
50,9,5,Q,Q,correct
50,10,0,E,E,correct
50,10,1,A,A,correct
50,10,2,C,C,correct
50,10,3,H,H,correct
50,10,4,H,H,correct
50,10,5,K,K,correct
50,11,0,F,F,correct
50,11,1,E,E,correct
50,11,2,B,B,correct
50,11,3,I,I,correct
51,0,0,H,H,correct
51,0,1,I,I,correct
51,1,0,I,I,correct
51,1,1,H,H,correct
51,1,2,G,G,correct
51,1,3,K,K,correct
51,2,0,R,R,correct
51,2,1,P,P,correct
51,2,2,H,H,correct
51,2,3,N,N,correct
51,3,0,E,E,correct
51,3,1,J,J,correct
51,3,2,L,L,correct
51,3,3,O,O,correct
51,4,0,M,M,correct
51,4,1,I,I,correct
51,4,2,S,S,correct
51,4,3,U,U,correct
51,4,4,M,M,correct
51,4,5,I,I,correct
51,4,6,S,S,correct
51,4,7,U,U,correct
51,4,8,E,E,correct
51,5,0,F,F,correct
51,5,1,H,H,correct
51,6,0,G,G,correct
51,6,1,H,H,correct
51,6,2,N,N,correct
51,6,3,O,O,correct
51,7,0,G,G,correct
51,7,1,H,H,correct
51,7,2,M,M,correct
51,8,0,E,E,correct
51,8,1,K,K,correct
51,8,2,P,P,correct
51,9,0,E,G,substitution
51,9,1,I,I,correct
51,9,2,L,L,correct
51,9,3,O,O,correct
51,9,4,R,R,correct
51,9,5,U,U,correct
51,10,0,I,I,correct
51,10,1,E,E,correct
51,10,2,L,L,correct
51,10,3,L,L,correct
51,10,4,L,L,correct
51,10,5,O,O,correct
51,11,0,J,J,correct
51,11,1,I,I,correct
51,11,2,F,F,correct
51,11,3,M,M,correct
52,0,0,H,H,correct
52,0,1,J,J,correct
52,0,2,D,D,correct
52,0,3,F,F,correct
52,1,0,M,M,correct
52,1,1,A,A,correct
52,1,2,I,I,correct
52,1,3,K,K,correct
52,2,0,A,A,correct
52,2,1,C,C,correct
52,2,2,H,H,correct
52,2,3,M,M,correct
52,2,4,P,P,correct
52,2,5,T,T,correct
52,3,0,I,I,correct
52,3,1,O,O,correct
52,3,2,T,T,correct
52,3,3,F,F,correct
52,3,4,L,L,correct
52,3,5,M,M,correct
52,3,6,P,P,correct
52,3,7,O,O,correct
52,4,0,L,L,correct
52,4,1,H,H,correct
52,4,2,I,I,correct
52,5,0,D,D,correct
52,5,1,J,J,correct
52,6,0,J,J,correct
52,6,1,G,G,correct
52,7,0,E,E,correct
52,7,1,D,D,correct
52,8,0,E,E,correct
52,8,1,G,G,correct
52,8,2,N,N,correct
52,8,3,S,S,correct
52,8,4,K,K,correct
52,8,5,I,I,correct
52,9,0,H,H,correct
52,9,1,D,D,correct
52,9,2,O,O,correct
52,9,3,B,B,correct
52,9,4,M,M,correct
52,9,5,M,M,correct
52,10,0,S,S,correct
52,10,1,A,A,correct
52,10,2,F,F,correct
52,10,3,H,H,correct
52,10,4,I,I,correct
52,10,5,J,J,correct
52,10,6,N,N,correct
52,11,0,B,B,correct
52,11,1,G,G,correct
52,12,0,A,A,correct
52,12,1,F,I,substitution
53,0,0,M,M,correct
53,0,1,O,O,correct
53,0,2,I,I,correct
53,0,3,J,J,correct
53,1,0,R,R,correct
53,1,1,F,F,correct
53,1,2,M,M,correct
53,1,3,P,P,correct
53,2,0,Z,Z,correct
53,2,1,G,G,correct
53,2,2,P,P,correct
53,2,3,T,T,correct
53,2,4,V,V,correct
53,2,5,Y,Y,correct
53,3,0,N,N,correct
53,3,1,Y,Y,correct
53,3,2,T,T,correct
53,3,3,K,K,correct
53,3,4,Q,Q,correct
53,3,5,R,R,correct
53,3,6,T,T,correct
53,3,7,V,V,correct
53,4,0,J,J,correct
53,4,1,M,M,correct
53,4,2,N,N,correct
53,5,0,G,K,substitution
53,5,1,R,R,correct
53,6,0,G,?,substitution
53,6,1,J,?,substitution
53,7,0,J,J,correct
53,7,1,I,I,correct
53,8,0,G,G,correct
53,8,1,I,I,correct
53,8,2,K,K,correct
53,8,3,W,W,correct
53,8,4,W,W,correct
53,8,5,T,T,correct
53,9,0,V,V,correct
53,9,1,I,I,correct
53,9,2,T,T,correct
53,9,3,J,J,correct
53,9,4,P,P,correct
53,9,5,N,N,correct
53,10,0,X,X,correct
53,10,1,F,F,correct
53,10,2,K,K,correct
53,10,3,M,M,correct
53,10,4,N,N,correct
53,10,5,R,R,correct
53,10,6,S,S,correct
53,11,0,G,G,correct
53,11,1,L,L,correct
53,12,0,F,F,correct
53,12,1,L,L,correct
54,0,0,C,C,correct
54,0,1,N,N,correct
54,0,2,H,H,correct
54,0,3,I,I,correct
54,1,0,R,R,correct
54,1,1,E,E,correct
54,1,2,B,M,substitution
54,1,3,O,O,correct
54,2,0,Y,Y,correct
54,2,1,G,G,correct
54,2,2,S,S,correct
54,2,3,Q,Q,correct
54,2,4,W,W,correct
54,2,5,S,S,correct
54,3,0,M,U,substitution
54,3,1,X,X,correct
54,3,2,S,S,correct
54,3,3,J,Y,substitution
54,3,4,C,C,correct
54,3,5,Q,Q,correct
54,3,6,S,S,correct
54,3,7,T,T,correct
54,4,0,I,I,correct
54,4,1,L,L,correct
54,4,2,M,M,correct
54,5,0,F,F,correct
54,5,1,Q,Q,correct
54,6,0,H,H,correct
54,6,1,L,L,correct
54,7,0,I,I,correct
54,7,1,H,H,correct
54,8,0,E,E,correct
54,8,1,C,C,correct
54,8,2,J,F,substitution
54,8,3,Q,Q,correct
54,8,4,V,U,substitution
54,8,5,W,W,correct
54,9,0,L,Z,substitution
54,9,1,M,U,substitution
54,9,2,N,V,substitution
54,9,3,J,J,correct
54,9,4,Q,Q,correct
54,9,5,O,O,correct
54,10,0,W,W,correct
54,10,1,E,E,correct
54,10,2,I,I,correct
54,10,3,L,L,correct
54,10,4,M,M,correct
54,10,5,Q,Q,correct
54,10,6,U,U,correct
54,11,0,F,F,correct
54,11,1,K,K,correct
54,12,0,E,E,correct
54,12,1,J,J,correct
55,0,0,J,J,correct
55,0,1,M,M,correct
55,0,2,F,F,correct
55,0,3,M,M,correct
55,1,0,K,K,correct
55,1,1,H,H,correct
55,1,2,J,J,correct
55,1,3,M,M,correct
55,2,0,C,C,correct
55,2,1,D,D,correct
55,2,2,M,M,correct
55,2,3,Q,Q,correct
55,2,4,S,S,correct
55,2,5,V,V,correct
55,3,0,K,K,correct
55,3,1,V,V,correct
55,3,2,Q,Q,correct
55,3,3,H,H,correct
55,3,4,N,N,correct
55,3,5,O,O,correct
55,3,6,Q,Q,correct
55,3,7,S,S,correct
55,4,0,G,G,correct
55,4,1,J,J,correct
55,4,2,K,K,correct
55,5,0,D,D,correct
55,5,1,O,O,correct
55,6,0,D,D,correct
55,6,1,G,G,correct
55,7,0,G,G,correct
55,7,1,F,F,correct
55,8,0,G,G,correct
55,8,1,F,F,correct
55,8,2,H,H,correct
55,8,3,M,M,correct
55,8,4,T,T,correct
55,8,5,Q,Q,correct
55,9,0,S,S,correct
55,9,1,F,F,correct
55,9,2,Q,Q,correct
55,9,3,G,G,correct
55,9,4,M,M,correct
55,9,5,K,K,correct
55,10,0,U,U,correct
55,10,1,C,C,correct
55,10,2,H,H,correct
55,10,3,J,J,correct
55,10,4,M,M,correct
55,10,5,O,O,correct
55,10,6,Q,Q,correct
55,11,0,D,D,correct
55,11,1,I,I,correct
55,12,0,I,I,correct
55,12,1,H,H,correct
56,0,0,J,J,correct
56,0,1,L,L,correct
56,0,2,F,F,correct
56,0,3,G,A,substitution
56,1,0,K,K,correct
56,1,1,C,C,correct
56,1,2,K,H,substitution
56,1,3,M,M,correct
56,2,0,C,C,correct
56,2,1,D,D,correct
56,2,2,P,P,correct
56,2,3,C,C,correct
56,2,4,D,D,correct
56,2,5,V,V,correct
56,3,0,K,U,substitution
56,3,1,V,V,correct
56,3,2,Q,Q,correct
56,3,3,H,H,correct
56,3,4,N,N,correct
56,3,5,O,O,correct
56,3,6,Q,Q,correct
56,3,7,S,S,correct
56,4,0,H,H,correct
56,4,1,L,L,correct
56,4,2,M,M,correct
56,5,0,D,D,correct
56,5,1,O,O,correct
56,6,0,C,C,correct
56,6,1,I,I,correct
56,7,0,G,G,correct
56,7,1,F,F,correct
56,8,0,G,G,correct
56,8,1,E,E,correct
56,8,2,H,H,correct
56,8,3,M,M,correct
56,8,4,T,T,correct
56,8,5,U,U,correct
56,9,0,S,S,correct
56,9,1,F,F,correct
56,9,2,Q,Q,correct
56,9,3,G,G,correct
56,9,4,M,M,correct
56,9,5,K,U,substitution
56,10,0,U,U,correct
56,10,1,C,C,correct
56,10,2,H,H,correct
56,10,3,J,J,correct
56,10,4,K,U,substitution
56,10,5,L,L,correct
56,10,6,P,P,correct
56,11,0,D,D,correct
56,11,1,J,J,correct
56,12,0,F,F,correct
56,12,1,J,J,correct
57,0,0,L,L,correct
57,0,1,N,N,correct
57,0,2,H,H,correct
57,0,3,I,I,correct
57,1,0,Q,L,substitution
57,1,1,E,E,correct
57,1,2,M,M,correct
57,1,3,O,O,correct
57,2,0,Y,Y,correct
57,2,1,F,F,correct
57,2,2,O,O,correct
57,2,3,S,S,correct
57,2,4,U,U,correct
57,2,5,X,X,correct
57,3,0,M,M,correct
57,3,1,X,X,correct
57,3,2,S,S,correct
57,3,3,J,J,correct
57,3,4,P,P,correct
57,3,5,Q,Q,correct
57,3,6,S,S,correct
57,3,7,U,U,correct
57,4,0,I,I,correct
57,4,1,L,L,correct
57,4,2,M,M,correct
57,5,0,K,K,correct
57,5,1,Q,Q,correct
57,6,0,Q,Q,correct
57,6,1,K,K,correct
57,7,0,I,I,correct
57,7,1,H,H,correct
57,8,0,I,I,correct
57,8,1,H,H,correct
57,8,2,J,J,correct
57,8,3,O,O,correct
57,8,4,V,V,correct
57,8,5,S,S,correct
57,9,0,U,U,correct
57,9,1,H,H,correct
57,9,2,S,S,correct
57,9,3,I,I,correct
57,9,4,O,O,correct
57,9,5,M,M,correct
57,10,0,W,W,correct
57,10,1,E,E,correct
57,10,2,J,J,correct
57,10,3,L,L,correct
57,10,4,M,M,correct
57,10,5,Q,Q,correct
57,10,6,R,R,correct
57,11,0,G,G,correct
57,11,1,K,K,correct
57,12,0,F,K,substitution
57,12,1,K,K,correct
58,0,0,J,J,correct
58,0,1,L,L,correct
58,0,2,F,F,correct
58,0,3,G,G,correct
58,1,0,O,O,correct
58,1,1,C,C,correct
58,1,2,K,K,correct
58,1,3,M,M,correct
58,2,0,W,W,correct
58,2,1,I,I,correct
58,2,2,M,M,correct
58,2,3,Q,Q,correct
58,2,4,S,S,correct
58,2,5,V,V,correct
58,3,0,K,K,correct
58,3,1,V,V,correct
58,3,2,Q,Q,correct
58,3,3,H,H,correct
58,3,4,N,N,correct
58,3,5,O,O,correct
58,3,6,Q,Q,correct
58,3,7,S,S,correct
58,4,0,G,G,correct
58,4,1,J,J,correct
58,4,2,K,K,correct
58,5,0,D,D,correct
58,5,1,O,O,correct
58,6,0,D,D,correct
58,6,1,G,G,correct
58,7,0,G,G,correct
58,7,1,F,F,correct
58,8,0,G,G,correct
58,8,1,F,F,correct
58,8,2,H,H,correct
58,8,3,M,M,correct
58,8,4,T,T,correct
58,8,5,Q,Q,correct
58,9,0,S,S,correct
58,9,1,F,F,correct
58,9,2,Q,Q,correct
58,9,3,G,G,correct
58,9,4,M,M,correct
58,9,5,K,K,correct
58,10,0,U,U,correct
58,10,1,C,C,correct
58,10,2,H,H,correct
58,10,3,J,J,correct
58,10,4,K,K,correct
58,10,5,O,O,correct
58,10,6,P,P,correct
58,11,0,F,F,correct
58,11,1,G,G,correct
58,12,0,C,C,correct
58,12,1,H,H,correct
59,0,0,J,J,correct
59,0,1,L,L,correct
59,0,2,F,F,correct
59,0,3,G,G,correct
59,1,0,O,O,correct
59,1,1,C,C,correct
59,1,2,J,I,substitution
59,1,3,M,M,correct
59,2,0,U,U,correct
59,2,1,D,D,correct
59,2,2,M,M,correct
59,2,3,C,C,correct
59,2,4,S,S,correct
59,2,5,V,V,correct
59,3,0,K,K,correct
59,3,1,V,V,correct
59,3,2,Q,Q,correct
59,3,3,H,H,correct
59,3,4,I,I,correct
59,3,5,L,L,correct
59,3,6,Q,Q,correct
59,3,7,S,S,correct
59,4,0,G,G,correct
59,4,1,J,J,correct
59,4,2,K,K,correct
59,5,0,D,D,correct
59,5,1,O,Q,substitution
59,6,0,D,D,correct
59,6,1,G,G,correct
59,7,0,G,G,correct
59,7,1,F,F,correct
59,8,0,G,G,correct
59,8,1,I,I,correct
59,8,2,F,F,correct
59,8,3,M,M,correct
59,8,4,O,O,correct
59,8,5,Q,Q,correct
59,9,0,S,S,correct
59,9,1,F,F,correct
59,9,2,Q,Q,correct
59,9,3,G,G,correct
59,9,4,M,M,correct
59,9,5,K,K,correct
59,10,0,U,U,correct
59,10,1,C,C,correct
59,10,2,H,H,correct
59,10,3,J,S,substitution
59,10,4,K,K,correct
59,10,5,O,O,correct
59,10,6,P,P,correct
59,11,0,D,D,correct
59,11,1,G,G,correct
59,12,0,D,D,correct
59,12,1,I,I,correct
60,0,0,M,M,correct
60,0,1,O,O,correct
60,0,2,I,I,correct
60,0,3,J,J,correct
60,1,0,R,R,correct
60,1,1,F,F,correct
60,1,2,N,N,correct
60,1,3,P,P,correct
60,2,0,F,F,correct
60,2,1,I,I,correct
60,2,2,G,G,correct
60,2,3,T,T,correct
60,2,4,V,V,correct
60,2,5,Y,Y,correct
60,3,0,N,N,correct
60,3,1,Y,Y,correct
60,3,2,T,T,correct
60,3,3,K,K,correct
60,3,4,Q,Q,correct
60,3,5,R,R,correct
60,3,6,J,J,correct
60,3,7,T,T,correct
60,4,0,I,I,correct
60,4,1,M,M,correct
60,4,2,N,N,correct
60,5,0,G,G,correct
60,5,1,R,R,correct
60,6,0,G,G,correct
60,6,1,J,J,correct
60,7,0,J,J,correct
60,7,1,I,I,correct
60,8,0,J,J,correct
60,8,1,I,I,correct
60,8,2,K,K,correct
60,8,3,P,P,correct
60,8,4,W,W,correct
60,8,5,T,T,correct
60,9,0,V,V,correct
60,9,1,I,I,correct
60,9,2,T,T,correct
60,9,3,J,J,correct
60,9,4,P,P,correct
60,9,5,N,N,correct
60,10,0,X,X,correct
60,10,1,F,F,correct
60,10,2,K,K,correct
60,10,3,M,M,correct
60,10,4,N,N,correct
60,10,5,R,R,correct
60,10,6,S,S,correct
60,11,0,G,G,correct
60,11,1,J,J,correct
60,12,0,G,G,correct
60,12,1,L,L,correct
61,0,0,L,L,correct
61,0,1,N,N,correct
61,0,2,H,H,correct
61,0,3,I,I,correct
61,1,0,Q,Q,correct
61,1,1,E,E,correct
61,1,2,M,M,correct
61,1,3,O,O,correct
61,2,0,Y,Y,correct
61,2,1,J,J,correct
61,2,2,O,O,correct
61,2,3,S,S,correct
61,2,4,U,U,correct
61,2,5,X,X,correct
61,3,0,M,M,correct
61,3,1,X,X,correct
61,3,2,U,U,correct
61,3,3,J,J,correct
61,3,4,P,P,correct
61,3,5,Q,Q,correct
61,3,6,S,S,correct
61,3,7,U,U,correct
61,4,0,I,I,correct
61,4,1,L,L,correct
61,4,2,M,M,correct
61,5,0,F,F,correct
61,5,1,Q,Q,correct
61,6,0,F,F,correct
61,6,1,I,I,correct
61,7,0,I,I,correct
61,7,1,H,H,correct
61,8,0,I,I,correct
61,8,1,H,H,correct
61,8,2,J,J,correct
61,8,3,O,O,correct
61,8,4,V,V,correct
61,8,5,S,S,correct
61,9,0,U,U,correct
61,9,1,H,H,correct
61,9,2,S,S,correct
61,9,3,I,I,correct
61,9,4,O,O,correct
61,9,5,M,M,correct
61,10,0,W,W,correct
61,10,1,E,E,correct
61,10,2,J,J,correct
61,10,3,L,L,correct
61,10,4,M,M,correct
61,10,5,Q,Q,correct
61,10,6,R,R,correct
61,11,0,F,F,correct
61,11,1,I,I,correct
61,12,0,F,F,correct
61,12,1,J,J,correct
